Time,Watts Total,Watts R Ph,Watts Y Ph,Watts B Ph,PF Ave,PF R Ph,PF Y Ph,PF B Ph,VLN average,V R Ph,V Y Ph,V B Ph,A average,A R Ph,A Y Ph,A B Ph,Frequency,Wh received,Load Hours Delivered,No of interruption,On Hours,V R Harmonics,V Y Harmonics,V B Harmonics,A R Harmonics,A Y Harmonics,A B Harmonics
2025-07-20 15:53:48,437.9,216.59,266.6,466.97,89.9,314.43,273.26,125.38,236.82,177.64,46.3,217.89,96.39,410.12,157.32,454.05,45.77,345.11,387.36,75.67,299.9,475.71,207.28,400.36,463.84,214.71,449.75
2025-07-20 15:53:58,149.67,40.24,184.81,365.99,354.42,443.64,356.77,238.57,453.6,5.14,16.39,57.68,250.58,171.65,332.95,87.36,27.66,405.6,499.0,367.76,29.89,159.99,344.16,456.88,85.99,206.93,138.11
2025-07-20 15:54:09,179.09,323.96,208.38,62.24,160.39,195.58,168.05,382.07,346.16,180.67,247.16,434.97,459.19,15.28,485.32,257.45,258.58,79.46,298.85,315.95,179.91,298.89,219.55,323.97,169.8,234.59,152.57
2025-07-20 15:54:19,495.51,7.94,49.92,369.42,12.36,339.59,329.01,19.3,338.43,267.34,372.11,357.15,9.72,238.69,175.66,137.84,48.02,77.35,74.31,55.26,464.45,247.94,95.79,358.05,330.74,259.05,8.07
2025-07-20 15:54:29,445.64,217.02,441.8,222.62,41.59,216.22,51.31,311.43,446.85,376.84,471.52,5.74,230.81,357.78,254.68,319.0,498.38,282.3,348.98,177.45,171.01,244.37,463.99,295.14,204.36,413.36,19.83
2025-07-20 15:54:40,328.87,106.79,66.77,351.98,7.66,341.95,350.46,329.04,9.13,25.96,116.95,457.76,307.82,388.86,144.22,259.78,473.09,256.46,29.3,376.98,433.14,319.55,431.21,39.59,256.05,484.47,167.15
2025-07-20 15:54:50,395.63,153.74,322.63,126.68,162.63,181.36,377.62,494.14,213.22,255.96,169.59,337.01,138.14,188.97,442.91,324.33,268.58,319.06,489.76,412.42,478.99,127.35,447.37,153.26,384.59,368.64,377.51
2025-07-20 15:55:00,232.15,178.52,264.91,41.24,230.22,225.4,80.43,362.68,29.25,405.26,205.14,226.53,427.32,441.38,230.67,155.43,264.99,197.71,3.57,81.41,262.61,72.55,413.24,205.53,491.51,37.3,90.79
2025-07-20 15:55:11,181.11,347.16,379.67,396.48,438.09,42.35,130.44,278.27,82.78,402.42,222.62,302.42,408.65,57.55,93.79,409.96,156.54,383.88,4.24,86.13,373.33,443.76,262.31,142.01,181.24,122.3,126.29
2025-07-20 15:55:21,417.32,305.42,111.7,230.14,115.33,307.77,32.46,171.67,7.83,388.35,308.3,379.19,111.39,326.26,239.1,257.43,237.08,309.59,349.03,327.25,132.79,69.96,95.24,131.29,262.26,278.42,274.4
2025-07-20 15:55:31,473.36,342.87,107.72,483.21,158.27,251.65,421.07,290.79,248.86,15.82,226.7,429.77,98.42,384.29,167.03,112.74,371.11,393.56,166.86,130.36,424.46,121.39,272.9,446.45,228.81,405.28,398.34
2025-07-20 15:55:42,337.05,59.3,370.33,122.63,419.78,143.86,350.49,302.5,224.86,158.43,21.14,137.88,83.27,176.2,257.12,358.09,193.97,152.99,254.91,61.84,128.37,166.54,457.44,495.25,281.68,76.14,112.28
2025-07-20 15:55:52,41.69,323.15,456.77,176.28,385.25,166.01,170.44,172.41,313.32,113.58,217.53,431.24,484.92,129.42,126.95,472.44,6.86,457.74,336.68,135.23,166.34,49.86,428.05,147.62,486.03,257.74,473.1
2025-07-20 15:56:02,176.89,279.86,106.15,181.54,213.76,375.04,39.06,80.54,299.74,38.85,181.99,269.04,110.73,311.96,236.86,490.07,441.97,28.55,193.11,404.84,389.15,39.13,409.26,434.88,160.27,40.56,124.22
2025-07-20 15:56:13,451.1,284.73,199.6,20.6,266.57,390.12,387.62,414.01,47.94,234.02,141.21,22.57,139.45,386.7,14.02,375.65,362.74,143.99,147.01,350.35,467.06,238.88,218.38,1.74,281.24,265.72,192.66
2025-07-20 15:56:23,341.51,235.35,345.43,457.58,186.25,26.2,290.48,165.84,290.92,282.6,445.78,438.29,41.67,273.11,305.52,162.6,96.22,390.81,495.71,227.67,206.77,483.48,282.16,387.42,145.73,110.89,75.66
2025-07-20 15:56:33,166.44,102.36,443.4,302.54,431.67,385.9,154.14,312.59,186.39,133.94,493.6,4.31,338.7,331.89,33.97,406.67,376.23,312.81,322.14,429.97,209.14,333.12,13.62,398.12,256.62,379.17,408.39
2025-07-20 15:56:44,137.01,236.49,477.79,69.9,94.76,68.63,225.18,447.73,40.4,295.76,242.79,215.37,232.2,188.35,50.61,327.96,258.71,468.21,465.02,406.62,10.36,12.76,12.83,360.9,491.15,153.27,292.97
2025-07-20 15:56:54,209.18,56.36,24.61,185.8,172.68,58.55,488.99,107.17,201.98,212.52,399.74,203.84,472.26,75.94,359.39,414.65,90.66,137.28,446.07,185.25,472.85,465.04,268.63,454.16,382.18,147.07,25.46
2025-07-20 15:57:04,46.84,234.96,445.38,55.02,407.14,267.76,56.63,364.25,374.92,30.29,481.5,69.4,183.89,69.92,491.39,131.41,13.5,384.39,26.84,350.21,288.83,466.32,302.02,298.36,327.23,407.16,122.59
2025-07-20 15:57:14,66.86,327.27,492.0,301.93,477.54,50.31,55.41,94.62,239.7,245.93,47.29,415.54,116.66,437.16,441.45,312.3,398.7,338.34,10.5,430.36,362.52,423.03,130.74,269.39,81.84,176.03,231.13
2025-07-20 15:57:25,276.72,26.44,143.13,273.01,402.92,276.48,237.5,20.83,13.66,171.24,371.72,434.17,298.19,355.17,304.91,288.71,335.93,208.78,371.88,440.82,350.13,114.28,339.02,496.16,25.46,54.24,94.64
2025-07-20 15:57:35,368.32,302.5,427.89,350.76,66.58,439.63,380.53,98.6,450.16,350.95,171.16,404.9,301.56,79.36,183.22,465.87,334.73,82.57,499.29,481.03,327.14,36.12,258.25,303.94,393.96,197.47,429.06
2025-07-20 15:57:45,147.59,81.37,40.04,97.79,331.3,76.29,436.96,184.85,71.7,481.13,418.9,210.41,336.03,259.17,394.73,442.93,35.1,466.46,394.75,72.96,315.91,440.69,160.85,265.52,446.7,177.11,156.59
2025-07-20 15:57:56,430.17,298.93,261.39,221.23,225.99,496.04,191.08,231.35,176.79,127.73,495.12,452.19,30.38,322.69,273.13,118.38,94.19,162.8,213.7,259.68,124.87,359.65,94.78,200.36,456.5,233.74,6.65
2025-07-20 15:58:06,102.19,27.64,315.13,165.07,277.37,97.99,431.12,389.95,376.6,207.72,258.26,419.08,35.72,369.39,460.72,409.96,260.49,53.56,12.5,38.39,453.31,420.84,318.2,355.13,102.65,292.83,55.08
2025-07-20 15:58:16,446.2,246.75,491.91,197.89,387.06,97.33,231.98,370.24,78.83,304.93,457.98,135.53,230.96,207.97,143.15,363.61,6.18,154.09,127.95,171.84,457.2,85.54,199.27,410.99,133.28,377.28,51.28
2025-07-20 15:58:27,429.21,355.76,137.22,100.76,295.18,74.48,147.54,418.87,325.24,136.85,116.22,13.4,243.15,133.49,170.88,499.08,498.35,285.05,347.12,85.69,261.27,103.37,130.41,407.06,182.75,405.79,242.86
2025-07-20 15:58:37,357.61,379.16,96.02,42.63,1.38,76.04,0.85,63.99,364.31,219.03,162.74,267.33,337.39,284.62,191.39,97.68,179.07,108.09,471.08,76.85,355.33,154.98,186.82,176.84,477.52,176.92,386.93
2025-07-20 15:58:47,481.28,164.64,434.26,394.7,98.54,106.27,421.54,379.96,217.79,268.18,374.06,392.23,124.13,352.83,483.9,106.75,319.33,467.3,38.47,259.26,160.0,113.75,286.84,457.01,38.43,71.05,426.78
2025-07-20 15:58:58,77.17,378.17,24.22,338.35,284.7,173.57,281.54,448.71,208.95,449.08,182.54,111.67,161.7,375.42,217.16,301.74,146.51,362.3,382.93,170.8,190.01,220.82,70.09,339.26,490.8,172.15,427.46
2025-07-20 15:59:08,254.3,166.71,369.44,386.8,484.01,2.11,54.11,303.48,120.93,114.4,95.62,191.02,300.49,181.08,412.5,68.55,126.8,422.19,451.78,310.25,370.37,187.59,409.39,205.22,182.63,420.96,60.27
2025-07-20 15:59:18,43.26,66.07,224.38,467.46,454.92,22.15,377.22,40.12,157.8,403.46,55.08,199.23,305.3,111.4,296.71,434.91,450.1,196.81,63.12,87.17,283.94,456.86,309.05,87.28,20.48,349.87,264.78
2025-07-20 15:59:29,220.63,141.35,18.49,19.31,242.41,434.37,159.23,209.95,471.22,265.11,343.79,258.83,315.09,26.11,181.16,322.6,398.06,236.41,457.13,451.61,336.88,451.94,486.05,41.2,416.93,96.38,77.73
2025-07-20 15:59:39,261.25,17.88,335.7,289.23,151.93,86.38,483.27,330.36,110.71,9.41,155.16,6.79,368.91,20.11,343.9,399.25,282.34,198.9,305.99,113.47,225.69,72.87,433.25,354.21,162.73,308.94,333.55
2025-07-20 15:59:49,456.33,171.59,458.83,206.35,125.4,45.85,8.81,419.53,437.56,43.01,472.96,74.79,275.22,21.54,79.18,70.17,155.52,47.38,451.4,416.73,134.02,440.13,314.73,149.23,110.91,94.31,476.01
2025-07-20 16:00:00,106.08,204.7,304.98,480.25,56.1,56.37,262.58,220.41,366.03,354.5,456.97,28.31,439.88,296.8,288.57,477.29,6.92,9.34,112.05,44.09,99.33,177.52,458.32,87.68,453.42,40.02,380.22
2025-07-20 16:00:10,489.3,198.42,113.38,140.9,59.28,115.74,167.29,431.35,331.69,327.91,182.12,294.67,127.35,83.21,428.16,223.52,355.31,173.5,256.16,49.5,449.28,118.47,259.5,24.18,463.88,76.08,426.35
2025-07-20 16:00:20,239.85,331.16,32.18,495.61,59.86,287.35,207.41,225.32,115.64,312.38,490.34,122.98,113.81,129.75,7.89,266.57,139.81,134.18,443.47,453.33,353.77,376.8,161.14,38.69,267.36,468.78,118.65
2025-07-20 16:00:31,444.13,399.1,282.65,426.17,258.15,269.22,410.13,260.09,118.3,412.11,342.71,172.08,160.09,453.87,445.64,108.03,328.5,322.55,484.72,180.05,87.94,274.87,28.18,152.23,472.2,128.34,221.86
2025-07-20 16:00:41,93.51,445.66,80.78,410.32,306.93,331.72,142.38,174.46,213.9,216.16,311.11,376.3,232.52,58.81,331.09,36.6,266.56,177.57,293.93,297.67,154.21,223.22,46.32,10.69,147.69,159.06,369.25
2025-07-20 16:00:51,181.87,473.93,312.23,97.63,236.52,291.76,287.11,302.38,124.55,171.74,471.59,241.81,73.88,150.57,452.21,280.27,201.62,386.86,162.86,92.37,93.34,72.39,389.72,385.84,374.81,483.71,464.09
2025-07-20 16:01:02,44.47,84.03,107.96,64.68,24.53,252.69,18.52,348.44,218.0,408.45,214.44,413.08,185.35,381.26,87.25,110.9,214.75,163.93,243.89,78.51,266.33,148.82,425.27,32.8,408.52,92.77,325.58
2025-07-20 16:01:12,416.48,252.3,5.36,255.55,480.53,65.8,17.33,327.77,417.85,322.39,150.58,459.16,377.79,45.01,428.46,497.63,410.76,144.6,343.31,342.75,442.71,185.85,138.14,358.16,214.54,272.18,447.89
2025-07-20 16:01:22,476.22,92.61,358.15,411.55,169.29,313.9,319.19,231.03,62.53,327.38,412.67,415.96,224.62,131.92,252.19,318.64,362.25,411.65,204.62,122.69,91.57,403.87,65.91,47.53,394.16,228.54,323.21
2025-07-20 16:01:32,64.18,363.41,385.3,489.38,470.61,11.77,144.3,234.75,318.55,148.35,180.67,33.91,105.93,418.72,362.43,436.02,310.3,66.7,357.45,381.75,431.4,183.04,386.96,367.49,319.71,374.25,19.93
2025-07-20 16:01:43,95.85,136.08,363.41,298.89,197.66,56.68,375.45,388.74,365.9,141.67,174.77,470.32,56.49,245.87,344.66,61.04,316.89,240.62,50.65,454.86,55.24,451.21,158.45,85.0,457.76,493.68,437.93
2025-07-20 16:01:53,427.96,430.7,406.36,275.73,485.63,319.64,223.6,305.67,224.82,323.42,287.72,207.88,483.01,98.71,64.08,492.97,20.85,308.64,328.35,480.78,257.77,425.14,419.31,163.27,409.83,257.17,390.8
2025-07-20 16:02:03,66.47,421.8,431.6,144.02,216.3,50.28,198.84,352.45,247.18,145.36,290.63,194.31,335.8,375.96,370.97,226.43,221.01,341.46,19.49,78.84,260.95,149.27,452.77,73.43,434.68,101.55,374.57
2025-07-20 16:02:14,381.44,277.6,47.34,469.8,179.11,66.21,48.95,440.19,394.04,128.4,452.02,89.94,132.77,193.04,333.16,437.29,476.76,299.14,94.28,481.34,255.82,68.17,149.69,296.38,86.82,164.59,134.42
2025-07-20 16:02:24,448.61,272.2,228.14,472.7,260.9,172.69,326.13,430.91,300.13,366.01,378.37,92.58,161.87,216.21,82.66,151.12,470.59,100.79,150.28,8.05,364.33,88.66,476.28,110.75,439.58,290.14,328.73
2025-07-20 16:02:34,428.14,401.45,151.85,352.53,323.99,419.1,497.31,288.28,382.6,337.53,29.34,141.73,284.15,353.89,348.55,463.24,242.57,84.78,356.27,270.37,487.62,486.32,404.13,487.37,13.6,325.15,297.94
2025-07-20 16:02:45,20.65,196.37,476.39,375.78,152.46,260.43,483.64,149.96,493.11,224.29,44.35,394.02,418.48,221.55,56.84,195.99,397.17,291.43,324.54,455.12,421.19,65.95,140.64,376.54,82.33,379.86,379.4
2025-07-20 16:02:55,280.68,416.97,72.59,364.23,213.29,294.13,184.49,60.79,351.5,463.78,391.67,206.62,493.12,359.31,172.93,192.6,149.42,61.77,332.28,405.81,139.53,431.83,336.97,34.89,24.99,336.42,452.06
2025-07-20 16:03:05,101.71,207.26,183.33,248.38,445.84,157.56,84.76,142.55,235.87,496.8,433.17,17.6,222.31,29.42,182.75,5.5,405.04,198.69,64.26,433.73,163.7,316.3,8.99,421.32,458.31,287.16,1.48
2025-07-20 16:03:16,268.27,169.33,193.48,71.28,76.62,286.01,188.9,418.4,0.35,233.18,359.3,106.75,107.85,380.92,438.35,297.0,3.44,323.88,138.25,349.92,292.11,32.05,199.9,143.69,385.57,70.02,230.99
2025-07-20 16:03:26,370.09,404.2,226.63,41.9,378.96,133.49,260.72,150.97,369.94,18.64,92.49,373.11,19.2,244.44,348.01,252.72,11.18,153.83,469.1,355.32,460.64,56.78,430.76,309.79,139.39,234.39,58.55
2025-07-20 16:03:36,2.4,204.36,171.34,256.21,0.27,132.77,462.83,489.02,340.99,191.79,18.83,151.7,296.37,147.54,262.96,62.3,251.44,120.08,137.16,64.56,397.69,164.09,156.78,226.0,334.27,440.91,215.79
2025-07-20 16:03:47,366.2,257.85,420.55,83.66,189.06,455.3,178.28,433.85,233.42,316.19,104.48,172.43,113.3,232.46,365.79,490.42,225.62,302.24,459.7,323.49,216.35,435.13,401.13,343.87,294.61,47.24,386.28
2025-07-20 16:03:57,208.48,392.13,268.05,329.89,17.54,240.7,289.04,21.1,465.23,467.59,434.26,217.7,166.93,114.73,131.84,351.48,93.74,245.16,17.19,314.45,36.86,37.68,318.47,222.62,289.06,104.71,256.22
2025-07-20 16:04:07,254.3,322.1,76.29,368.47,454.27,99.24,380.42,159.01,311.96,412.9,327.74,59.2,283.09,8.43,93.76,264.73,311.95,144.12,433.52,51.25,308.09,194.6,242.71,26.91,376.79,128.6,334.91
